ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000975353497,DDR190314000710956741,35464923783,HH,Household,U,RD05,,414 Swedish Halloween Road,,,Rely Village,GM3 6WG,104.8344,60.3250,N13197083,W97465360,N18689401,W28007229,W15997783,1,2,HH_2LEFN,,,0
DDR190314000348125209,DDR190314000519687251,41949364672,HH,Household,U,RD05,,21 Kills Television Road,,,Believes City,TT8 2YY,174.1311,89.2228,W26469369,E79178690,W81548391,N49116516,N40299699,2,2,HH_2LEFN,,,0
DDR190314000964965103,DDR190314000690579706,18238173615,HH,Household,U,RD06,,129 Cruz Preferences Avenue,,,Urgent Town,HI2 5BS,-29.1166,-74.5354,E44402780,N74682824,E14035300,N77511564,E34528648,4,3,HH_2LEFN,,,0
DDR190314000450178523,DDR190314000639705366,77158352439,HH,Household,U,RD03,,224 Murphy Unless Street,,,Things Village,TR9 9BH,32.4622,-160.5757,E26157157,E10541001,N18514777,W74637430,E28026018,3,1,HH_3QSFN,,,0
DDR190314000951435428,DDR190314000719876618,26347529683,HH,Household,U,RD06,,583 Discipline Funeral Street,,,Nicaragua City,UP6 9DX,160.1072,73.4243,E48028906,N99535663,N24878829,W33981604,W21093106,1,3,HH_3QSFN,,,0
DDR190314000103137498,DDR190314000988461379,42343396794,CE,Gypsy Roma Traveller,E,RD03,,78 Spectrum Took Lane,,,Referrals Town,PO8 2UT,-109.6338,-147.6890,N75231918,E88808789,E43021923,N37583123,E70723765,5,5,HH_3QSFN,,,516
DDR190314000998838323,DDR190314000403103621,81760302873,HH,Household,U,RD03,,54 Penn Brooks Passage,,,Fame Town,EM8 1MV,-124.2182,108.6102,N13581138,E69390724,W80117978,E27659248,W27166907,1,1,HH_3QSFN,,,0
DDR190314000951482436,DDR190314000895523457,14021829676,HH,Household,U,RD06,,153 Cure Silk Road,,,Liquid Hamlet,DS3 2BE,-89.4435,-103.7122,E61376046,W47748176,E85369741,E86085681,N31103705,3,3,HH_3QSFN,,,0
DDR190314000819992686,DDR190314000232512223,70990681117,HH,Household,U,RD06,,446 Housewives Macintosh Avenue,,,Myanmar Hamlet,ND1 9AT,130.8235,133.8163,N78365772,E88578300,E41320918,N48298362,W25232790,3,4,HH_3QSFN,,,0
DDR190314000718787348,DDR190314000702599750,91043085781,HH,Household,U,RD04,,229 Separately Surf Avenue,,,Manchester Village,PR6 4ZO,124.9957,73.7765,N95905954,N94715825,N73399933,N56409243,N48322961,1,4,HH_3QSFN,,,0
DDR190314000462954826,DDR190314000922221785,54217782971,HH,Household,U,RD03,,189 Asthma Fantastic Way,,,Scene Hamlet,GO3 9QB,92.4013,-34.6121,E12278776,E41783538,E48767208,W14533702,E23908871,5,1,HH_3QSFN,,,0
DDR190314000394228449,DDR190314000647936982,21274987238,HH,Household,U,RD05,,928 Process Winning Road,,,Menu Village,ZM7 7JK,-143.8035,96.2900,E71361628,N31511667,N89426097,W85025975,E83957321,2,1,HH_3QSFN,,,0
DDR190314000549861482,DDR190314000747440050,36279174507,HH,Household,U,RD05,,445 Postage Hell Passage,,,Friday Town,MJ6 2JO,-153.3045,-15.9004,E59146886,E70900524,W18041903,N87117264,E68740552,5,4,HH_3QSFN,,,0
DDR190314000645539937,DDR190314000370017332,42704226494,HH,Household,U,RD02,,827 Eliminate Resistant Road,,,Expiration Hamlet,YN1 1QM,-153.9494,-157.1338,E29071608,N11836957,E96040943,N93407883,E31675249,4,1,HH_LF2R1E,,,0
DDR190314000719367054,DDR190314000567862100,72070889006,HH,Household,U,RD02,,995 Careers Smilies Road,,,Blanket Town,PE7 4TJ,16.3201,31.3227,W69482078,E92301438,W46849754,N48025845,W57487131,2,3,HH_LF2R1E,,,0
DDR190314000319949855,DDR190314000482183392,41573078788,HH,Household,U,RD02,,394 Ranked Epinions Street,,,Beautifully Hamlet,UX9 8FT,-11.4386,124.5253,W80941813,E81475662,N75082194,N57409289,W39999002,2,2,HH_LF2R1E,,,0
DDR190314000385062047,DDR190314000850099123,77100050888,HH,Household,U,RD06,,410 Traffic Checklist Lane,,,Algeria Hamlet,MQ5 8PL,137.9545,97.9135,E22969138,E89253653,W61521766,W92451295,W15433795,4,2,HH_LF2R1E,,,0
DDR190314000649605160,DDR190314000688725727,30992434004,HH,Household,U,RD02,,399 Ellen Mediawiki Passage,,,Persistent City,AQ1 5OU,18.5796,157.4043,W17397454,N36346221,N14056896,E36528163,N52558173,2,5,HH_LF2R1E,,,0
DDR190314000830948811,DDR190314000335886231,21472894012,HH,Household,U,RD03,,14 Calculator Motel Way,,,Slovak Hamlet,FF1 6QL,116.8005,33.8114,W57640096,W65108588,E48692969,E76783627,N20807111,1,2,HH_LF2R1E,,,0
DDR190314000794029277,DDR190314000341232378,83915612959,HH,Household,U,RD06,,74 Linking Acoustic Road,,,Specify Hamlet,QH8 3LZ,165.8421,-16.1775,N93597572,N11674396,N40401052,N80240233,E50646620,4,2,HH_LF2R1E,,,0
DDR190314000259000462,DDR190314000979602740,80042212727,HH,Household,U,RD04,,28 Size Concerning Lane,,,Autumn Town,MF1 4TL,43.2192,68.2577,E89839982,N18134761,E12007184,N16361535,W94971472,4,2,HH_LF2R1E,,,0
DDR190314000767965815,DDR190314000432272093,89406303045,HH,Household,U,RD06,,616 Psychiatry Activation Road,,,Pound City,LI5 7ED,-160.5172,76.5879,W32270940,N76522065,W68485655,W50463070,W57299662,4,2,HH_LF2R1E,,,0
DDR190314000580273700,DDR190314000927161586,54628110960,HH,Household,U,RD05,,914 Picks Pizza Street,,,Directed Village,ZT3 6PZ,-103.8056,-83.6911,E23477975,N30052450,E77142429,E98383857,E23874511,3,1,HH_LF2R1E,,,0
DDR190314000808084072,DDR190314000354797927,81566357127,HH,Household,U,RD02,,927 Charming Missile Street,,,Cultural City,GR1 6ZM,-154.1316,115.7222,N98473565,N27777563,E86556471,E43597274,N46572986,2,5,HH_LF2R1W,,,0
DDR190314000770091141,DDR190314000169014330,46492184692,HH,Household,U,RD02,,716 Financing Crest Road,,,Improvement Village,IN1 9UJ,149.7235,77.6319,W47345899,N52566746,W24811269,W79818909,W90657690,4,1,HH_LF2R1W,,,0
DDR190314000323861773,DDR190314000997386544,91965096445,HH,Household,U,RD03,,976 Cluster Perspectives Lane,,,Instructors City,ST3 9IE,151.8100,-79.7360,W84498946,W24636246,N15092756,N82704847,W42102081,2,1,HH_LF2R1W,,,0
DDR190314000500751567,DDR190314000210529396,37424290066,HH,Household,U,RD03,,966 Probability Radios Lane,,,Savings City,DO7 3PF,-104.2579,-101.1284,W33653073,W50005776,W88919077,N32737430,W77867475,2,1,HH_LF2R1W,,,0
DDR190314000596383302,DDR190314000453414296,32880519131,HH,Household,U,RD02,,580 Craig Colour Way,,,Scanning City,KG1 6UB,-85.5482,74.6727,N88650696,N86260136,N35378037,E77863985,W18328141,2,1,HH_LF2R1W,,,0
DDR190314000846280161,DDR190314000907171009,12956657289,HH,Household,U,RD06,,359 Annex Constraint Lane,,,Generic Village,PT6 4HF,174.7190,-82.5592,W90872688,E16034294,W11288529,W18518709,N38991299,3,2,HH_LF2R1W,,,0
DDR190314000897778133,DDR190314000836845630,10205448116,HH,Household,U,RD02,,610 Aluminium Slow Way,,,Excluding City,SJ9 8WQ,-136.8890,-94.6571,N26513439,N86527973,E68868326,W54481808,E53789557,4,3,HH_LF2R1W,,,0
DDR190314000753872319,DDR190314000349654539,70239664683,HH,Household,U,RD06,,931 Civilian Playing Way,,,Anybody Town,OM4 1PE,-59.6487,-123.1834,N56151066,E56714817,N38792602,E77311979,E58276532,2,4,HH_LF2R1W,,,0
DDR190314000117558793,DDR190314000489340950,29651981428,HH,Household,U,RD06,,399 Refer Builder Avenue,,,Reel Town,EY4 9TU,11.5471,117.9153,W90958207,W98034021,W16728023,N75763722,E72752523,5,2,HH_LF2R1W,,,0
DDR190314000674025629,DDR190314000937713539,69887586065,HH,Household,U,RD04,,510 Lexus Pounds Passage,,,Quality Village,EY9 3PT,-99.1257,-2.7860,E10535972,N83332618,N83151067,W91813999,E60347632,2,4,HH_LF2R1W,,,0
DDR190314000619662761,DDR190314000219858955,75772216612,HH,Household,U,RD05,,579 Brother Seat Street,,,Mathematical City,QD7 8AA,128.7262,-76.3117,W79434887,W64720981,E79533816,N65543406,N83055456,5,2,HH_LF2R2E,,,0
DDR190314000612866220,DDR190314000253981096,74331576519,HH,Household,U,RD03,,697 Thrown Listen Lane,,,Professional Hamlet,ME3 7MX,-92.4583,-87.4685,W50375009,E96011492,N87469852,W90491488,E14687099,1,5,HH_LF2R2E,,,0
DDR190314000100408446,DDR190314000718286285,46190656789,HH,Household,U,RD04,,980 Reasonable Northwest Street,,,Flavor Hamlet,IL5 1EU,-114.3936,9.5095,W34594835,W25175031,W79523467,N12120741,N71050655,4,4,HH_LF2R2E,,,0
DDR190314000619474666,DDR190314000830211506,59274547817,HH,Household,U,RD06,,441 Months Contrary Avenue,,,Dependence City,ZQ5 7GQ,127.8795,-101.3280,N90739736,N78513493,N16476417,N38811832,W46340861,5,3,HH_LF2R2E,,,0
DDR190314000610318580,DDR190314000183261482,28200428394,HH,Household,U,RD03,,958 Hiking Greatly Road,,,Plaza City,KM4 4VX,-12.1813,121.3158,E60703164,W19281398,N22214893,E50034066,N10009948,1,4,HH_LF2R2E,,,0
DDR190314000435552704,DDR190314000733922226,23112517207,HH,Household,U,RD05,,701 Fred Prince Alley,,,Symbols Town,WJ2 4DM,-133.2283,135.1257,W50933813,N27647350,W30051703,N85568089,W36570067,4,2,HH_LF2R2E,,,0
DDR190314000644865396,DDR190314000850495324,38769301904,HH,Household,U,RD05,,86 Balloon Westminster Passage,,,Bike Town,DX9 5WV,5.7867,-43.5107,N29819490,W27154727,W81098132,E56378765,W95436875,2,5,HH_LF2R2E,,,0
DDR190314000988592453,DDR190314000792207374,23111526544,HH,Household,U,RD05,,166 Upgrades Spoke Avenue,,,Purpose Town,TS4 7NJ,-63.2558,-129.9218,N64390474,E63891594,N54761858,E37783655,N82942680,5,3,HH_LF2R2E,,,0
DDR190314000976402109,DDR190314000168491670,91770644174,HH,Household,U,RD05,,319 Fabrics Analyses Road,,,Bought Village,TX4 2AL,-66.3953,-149.8022,E12490938,W90074321,E88379429,N81268164,E75446230,2,1,HH_LF2R2E,,,0
DDR190314000561721049,DDR190314000851398833,22292361637,HH,Household,U,RD02,,397 Signature Sure Way,,,Seeks Village,NM7 5UG,-134.4805,-124.7218,W40900479,N38409203,E21394594,W53689100,W24112804,5,3,HH_LF2R2E,,,0
DDR190314000180698588,DDR190314000741352699,11615501216,HH,Household,U,RD05,,971 Saint Tramadol Road,,,Shame Town,NI5 7BV,-13.3504,-138.2252,E35658841,E44222537,E38696559,W29583681,W91858219,2,1,HH_LF2R2W,,,0
DDR190314000441221351,DDR190314000138160853,98982953793,HH,Household,U,RD02,,860 Annually European Avenue,,,Prep Town,WW7 4UI,91.1970,69.3817,E46981955,E42555167,E29544166,E54285825,N46497565,5,5,HH_LF2R2W,,,0
DDR190314000552328911,DDR190314000763354745,68284594790,HH,Household,U,RD05,,703 Tunes Connecticut Lane,,,Sandy Hamlet,UN9 2EW,152.3984,-26.7139,E93500404,W32081946,W32287075,W81203604,E49349096,3,5,HH_LF2R2W,,,0
DDR190314000497190885,DDR190314000440259268,91659723206,HH,Household,U,RD05,,319 Jean Vinyl Avenue,,,Leather Town,WE8 2PZ,118.2618,19.5432,N13256012,E42477195,N73360242,W43376077,E50155717,3,5,HH_LF2R2W,,,0
DDR190314000693737343,DDR190314000971045870,68993513857,HH,Household,U,RD06,,705 Hottest Simpson Street,,,Excellence Hamlet,WR2 6DM,-52.5629,-177.6698,W92607050,E65408972,N45549442,W16780313,W33491138,5,2,HH_LF2R2W,,,0
DDR190314000674068931,DDR190314000539741327,44962204680,HH,Household,U,RD03,,549 Wealth Bend Lane,,,Resolve Hamlet,SB5 3XJ,-104.4328,-97.8959,W65696935,E66847713,W32573575,N79582593,W96706797,1,5,HH_LF2R2W,,,0
DDR190314000688172384,DDR190314000746290368,76487846046,HH,Household,U,RD04,,483 Conditions Tokyo Alley,,,Timothy Hamlet,GV2 4VV,-29.2655,93.5828,W76292059,E74220574,E12737035,W63149204,E20777211,5,3,HH_LF2R2W,,,0
DDR190314000737330173,DDR190314000586104042,43133407446,HH,Household,U,RD03,,323 Hired Willow Street,,,Hydrocodone Town,CP3 9CA,142.5851,-89.5198,N27705564,E57771845,W17985634,E24552278,W67601681,3,4,HH_LF2R2W,,,0
DDR190314000459636938,DDR190314000759975326,16751469246,CE,Gypsy Roma Traveller,E,RD05,,854 Parking Score Lane,,,Deny City,LI7 8YY,102.1578,85.9691,W66055376,E28359104,E66541163,W26590118,W25867078,2,4,HH_LF2R2W,,,808
DDR190314000365050344,DDR190314000811075543,54590873510,HH,Household,U,RD02,,240 Worldwide Parameters Way,,,Solomon Hamlet,NI7 2XA,62.9853,91.3370,W17125186,N49152630,E47001935,N61892955,W10152735,5,5,HH_LF2R2W,,,0
DDR190314000591554565,DDR190314000997706267,33976749396,HH,Household,U,RD02,,732 Subsidiary Meant Road,,,Queries Town,IW8 1FJ,137.9346,-89.1690,W82906975,E73148874,W44195282,W47331808,E68955287,5,5,HH_LF2R3AE,,,0
DDR190314000354571228,DDR190314000154494911,55158547612,CE,Sheltered Accommodation,E,RD02,,283 Cure Bids Street,,,Melbourne City,RF6 9RD,-16.6978,32.7151,E62949729,N28511106,W12106384,E20731644,N19779380,3,4,HH_LF2R3AE,,,123
DDR190314000962829210,DDR190314000804140178,67098282245,HH,Household,U,RD03,,368 Honduras Ping Passage,,,Engaged City,PS3 3ZA,38.2053,-118.9297,W74045504,N88777309,E65208576,N23832459,E98218613,5,1,HH_LF2R3AE,,,0
DDR190314000128543978,DDR190314000803047635,60733999206,HH,Household,U,RD02,,608 Passenger Counseling Lane,,,Evaluate Village,HT7 5BO,158.7789,-59.5065,W70332136,N97328937,W80439172,W54305052,E46199780,1,1,HH_LF2R3AE,,,0
DDR190314000541495560,DDR190314000365981937,67251626944,HH,Household,U,RD06,,85 Introductory Hand Passage,,,Clinton City,FM6 2HB,-174.5458,88.3852,N88174579,E15100714,E42353761,E63743406,W77897616,4,4,HH_LF2R3AE,,,0
DDR190314000702902474,DDR190314000768473113,73154688981,HH,Household,U,RD02,,335 Login Device Lane,,,Incorporate Village,VN1 9AE,172.9886,-150.5842,W36522497,N65886310,W51657725,N21275490,N83174489,5,2,HH_LF2R3AE,,,0
DDR190314000185205818,DDR190314000669461547,64240904009,HH,Household,U,RD05,,474 Graduates Interactive Alley,,,Liquid Village,LS7 3QE,-35.5483,91.9774,E98589648,E32395082,N49339063,N82330020,N23061840,5,4,HH_LF2R3AE,,,0
DDR190314000859186088,DDR190314000311355253,76589780432,HH,Household,U,RD06,,747 Surfaces Barnes Alley,,,Rural Town,EN6 7UE,141.9712,-114.1191,E46825262,E86267869,N47138832,W87700879,E96285269,1,1,HH_LF2R3AE,,,0
DDR190314000254991984,DDR190314000895698728,82351948687,HH,Household,U,RD04,,304 Confusion Persian Way,,,Removed Town,YP4 7ZK,-9.6161,-7.1841,N22467462,E80347250,W10959089,N29869473,W69160548,5,4,HH_LF2R3AE,,,0
DDR190314000450604800,DDR190314000812847961,13022390203,CE,Gypsy Roma Traveller,E,RD03,,802 Nashville Desktops Alley,,,Peaceful Village,CI9 8FX,22.7285,-45.3704,E35380196,E38832992,W99157061,W96389576,N94257742,4,4,HH_LF2R3AE,,,744
DDR190314000960094563,DDR190314000446892403,82406917939,HH,Household,U,RD02,,581 Donation Northern Passage,,,Dawn Town,CF3 5FW,-56.6757,43.4289,N23308018,E73362351,N26496750,E38006143,W74548834,5,3,HH_LF2R3AW,,,0
DDR190314000833653039,DDR190314000660423608,80664445686,HH,Household,U,RD02,,883 Previously Hollow Road,,,Scientists Town,EP4 8HW,159.1165,-129.1419,N55709847,E59113878,E27604246,N17252275,W25768610,1,4,HH_LF2R3AW,,,0
DDR190314000663990298,DDR190314000669559582,67731572702,HH,Household,U,RD05,,802 Worlds Thinks Lane,,,Secrets Village,FU8 3AV,-126.8543,56.9418,W73722099,E49512464,N52991642,E28686652,W11243260,1,5,HH_LF2R3AW,,,0
DDR190314000109813322,DDR190314000439771948,91916353583,HH,Household,U,RD06,,34 Note Together Alley,,,Musician Town,CQ9 9GT,-61.9400,-156.8064,N15046830,W12933418,W13301964,E52062359,N10937741,2,4,HH_LF2R3AW,,,0
DDR190314000937701592,DDR190314000173995266,85984390544,HH,Household,U,RD02,,90 Socks Travis Passage,,,Tracy Town,UZ7 6WT,147.2933,-13.1956,E26655663,W30734576,E86084884,W61464096,E15465201,5,1,HH_LF2R3AW,,,0
DDR190314000867463493,DDR190314000708333605,51681361981,HH,Household,U,RD02,,295 Shortcuts Chairs Street,,,Postcards Hamlet,MN1 7EQ,67.9392,-74.1890,E64957170,N48235449,N28787007,W47632393,N40779447,2,3,HH_LF2R3AW,,,0
DDR190314000869882925,DDR190314000154167572,39673747910,HH,Household,U,RD05,,808 Recognized Pending Street,,,Stuffed Village,VC2 4UI,172.1841,-78.3053,W90504600,N43806633,W67624969,N16821095,E48895550,2,3,HH_LF2R3AW,,,0
DDR190314000391797649,DDR190314000677819388,94968250475,HH,Household,U,RD02,,449 Recordings Delivers Avenue,,,Equipped Hamlet,ME1 9NM,103.7854,-120.1773,E38288060,N93828302,N97851221,W33933039,N75024971,4,2,HH_LF2R3AW,,,0
DDR190314000285258190,DDR190314000630997681,88807393874,HH,Household,U,RD02,,199 Basement Girlfriend Alley,,,Constitutional Village,EI2 9CT,-178.3795,-110.7338,W52088105,E39451172,W64943535,E69346348,W53040580,3,5,HH_LF2R3AW,,,0
DDR190314000164822933,DDR190314000263235747,20425948490,HH,Household,U,RD05,,2 Manual Carbon Street,,,Avatar Village,NL6 4BH,-121.6731,62.7947,E87430187,E15522914,E50674018,N91940763,W20123013,3,3,HH_LF2R3AW,,,0
DDR190314000655305579,DDR190314000226978745,25526650490,HH,Household,U,RD02,,176 Airport Aquarium Alley,,,Heating City,NC9 9PD,133.9518,-83.1660,W97436292,E21476679,W18833231,N76645716,E86580562,1,1,HH_LF2R3BE,,,0
DDR190314000142398340,DDR190314000548378776,53609404301,HH,Household,U,RD03,,71 Kiss Investment Road,,,Assuming Village,EZ1 9EY,25.8573,-129.8814,E49705394,N26956138,W25518241,W40899351,E63295640,5,4,HH_LF2R3BE,,,0
DDR190314000129591989,DDR190314000379509369,20866461721,HH,Household,U,RD03,,815 Affiliation Deviation Avenue,,,East Village,DT2 7AW,-91.4813,-136.1053,E16563126,W90995278,N66730031,E99409856,E55835378,2,3,HH_LF2R3BE,,,0
DDR190314000795362754,DDR190314000516579615,69364493575,HH,Household,U,RD05,,405 Awful Ugly Passage,,,Glance Village,IN2 7XF,-15.7974,90.9254,W35600043,N17243215,W13395810,E68022530,W32605987,1,1,HH_LF2R3BE,,,0
DDR190314000860536650,DDR190314000191754835,59349401150,HH,Household,U,RD04,,42 Condo Shall Passage,,,Marvel Hamlet,SF4 8ZF,8.6029,19.2319,N74788943,E29267115,N40768823,W73510287,W37603380,1,3,HH_LF2R3BE,,,0
DDR190314000707134889,DDR190314000296096461,55478476421,CE,Hotel,E,RD04,,789 Extraordinary Venue Lane,,,Automobile Town,CR7 4RI,-33.3413,142.9503,E88737819,N35972651,N70887312,N43957621,E94742927,5,4,HH_LF2R3BE,,,155
DDR190314000203419715,DDR190314000861337633,62300920197,HH,Household,U,RD04,,768 Disabled Operate Alley,,,Variable Town,ED4 7XA,42.4357,136.1024,N15275750,W39161535,E21811446,N95963966,W59223805,3,3,HH_LF2R3BE,,,0
DDR190314000240628382,DDR190314000219127949,72280614177,HH,Household,U,RD05,,570 Distinct Gonna Street,,,Sources Hamlet,UW9 4MN,-78.4218,-152.9182,W31460930,N91120823,N45300671,N26945597,N84844324,1,1,HH_LF2R3BE,,,0
DDR190314000982862348,DDR190314000164691099,86735930322,CE,Hostel,E,RD02,,543 Medical Actress Passage,,,Jail City,KX8 9IY,-168.7222,59.9003,W34559676,W66705645,W98407027,W44928376,E82113508,4,4,HH_LF2R3BE,,,781
DDR190314000541723560,DDR190314000874945528,52776154205,HH,Household,U,RD03,,603 Authentication Programmers Lane,,,Keywords Village,NQ9 2FB,-141.3050,108.7062,W93206385,W71251679,W55957653,E94832137,E15381303,2,5,HH_LF2R3BE,,,0
DDR190314000807233766,DDR190314000867572015,84866263102,HH,Household,U,RD03,,637 Guyana Holiday Way,,,Switzerland Town,OY2 7BO,-42.6443,116.6691,E44749910,E52429619,W89456142,W31622249,N96157955,2,4,HH_LF2R3BW,,,0
DDR190314000602697257,DDR190314000790749906,85312009386,HH,Household,U,RD06,,445 Simulations Handled Alley,,,Elite City,YC6 2TZ,-33.8338,34.5255,N62471655,E20648417,E50670836,W69802783,N76548624,5,1,HH_LF2R3BW,,,0
DDR190314000267567408,DDR190314000523775345,28380602155,HH,Household,U,RD04,,841 Essays Medical Alley,,,Interfaces Hamlet,UF4 2AJ,146.6854,28.7923,E93573219,W88196427,E96286854,W50088937,W87054141,4,1,HH_LF2R3BW,,,0
DDR190314000329469930,DDR190314000480005372,62526508415,HH,Household,U,RD04,,157 Threshold Tramadol Passage,,,Barcelona Town,YB2 5HJ,118.1323,-58.2123,E63673102,E58301801,W87063331,N59978946,E12841239,4,4,HH_LF2R3BW,,,0
DDR190314000971081160,DDR190314000710266216,28572493473,HH,Household,U,RD06,,922 Embedded Brass Way,,,Perceived Town,TV2 8CZ,-59.4616,115.5194,E24770437,W50754332,W55604037,N94945551,N25302292,4,3,HH_LF2R3BW,,,0
DDR190314000291672992,DDR190314000716341832,88299599022,HH,Household,U,RD04,,948 Might Dylan Alley,,,Howto City,KM3 9IC,-122.4361,114.4066,N73518237,W26532278,N57081669,N80435254,E57566893,2,1,HH_LF2R3BW,,,0
DDR190314000718719205,DDR190314000236144509,52789074617,HH,Household,U,RD04,,206 Hentai Clearly Way,,,Oriental Town,FE3 7RR,74.7283,-129.2483,W53489248,N37157947,E79561401,N64276894,E69806809,4,1,HH_LF2R3BW,,,0
DDR190314000915715156,DDR190314000259349335,64673422262,HH,Household,U,RD04,,831 Realize Harmony Avenue,,,Thats Village,ZS1 6HJ,-132.8184,-172.6461,W19635462,W56325602,N17735618,W74152205,N80516029,4,2,HH_LF2R3BW,,,0
DDR190314000662107375,DDR190314000826639745,46975400948,HH,Household,U,RD06,,811 Arch Documented Street,,,Colon City,XD7 4FD,-53.4151,24.4832,E87263771,N58103353,N25095977,E29494239,W89494544,4,3,HH_LF2R3BW,,,0
