UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
96394837094,35659616382,HH,Household,U,RD04,,465 Proofs Worrisome Passage,,,Audio Hamlet,LX2 8VV,-69.2488,-130.3462,N61454370,N96025998,N86676900,N51626494,N78841689,4,4,HH_1LSFN,,,0,0,21
68773879281,68668191994,HH,Household,U,RD06,,940 Footbath Sermon Lane,,,Gender City,NJ7 4AJ,-19.4571,12.2449,N56742496,N17288767,N48691185,N31564076,N15468158,4,3,HH_1LSFN,,,0,0,68
16353046622,21050578269,HH,Household,U,RD02,,733 Hamper Doozy Street,,,Array Town,KE6 5MU,126.4471,104.4354,N36957368,N66310465,N80622761,N51571850,N97958737,3,3,HH_1LSFN,,,0,0,55
51284059882,94671847810,HH,Household,U,RD05,,385 Zombie Vacation Alley,,,Fancy Town,IO3 2VY,144.3787,-3.5366,N51465496,N23962413,N87663531,N29389160,N44718420,4,1,HH_1LSFN,,,0,0,87
82141117598,45230412397,HH,Household,U,RD02,,588 Squeamish Acid Street,,,Overgrown Hamlet,DM7 7EO,152.1244,-44.8340,N56237922,N13819794,N20229039,N32467490,N66953727,1,4,HH_1LSFN,,,0,0,45
80467010143,53895179169,HH,Household,U,RD06,,783 Viselike Caramel Lane,,,Pancreas Town,HE7 9UD,126.8621,30.7067,N70258451,N38145910,N84806873,N72051020,N12234200,4,2,HH_1LSFN,,,0,0,43
88930851180,97880415905,HH,Household,U,RD05,,586 Thing Mortality Lane,,,Gentleman City,OT3 3AO,-88.2835,-12.6385,N61560496,N10981198,N24482584,N73536788,N43839355,1,3,HH_1LSFN,,,0,0,57
34811710448,35533124092,HH,Household,U,RD05,,89 Scenic Cradle Lane,,,Boneless Village,RA5 1BJ,87.2111,-83.5560,N44115569,N11747801,N16670777,N92936681,N44919469,1,5,HH_1LSFN,,,0,0,70
42721095057,46531767732,HH,Household,U,RD04,,759 Saxophone Tidal Road,,,Daybreak City,KT1 3XI,-16.1102,89.9249,N13448135,N42833189,N32031553,N73338067,N98862289,5,4,HH_1LSFN,,,0,0,57
29832422019,70975318863,HH,Household,U,RD05,,983 Woof Seldom Avenue,,,Backspin Town,AC3 7UA,-175.9514,176.2244,N71518576,N28408358,N64563215,N20395577,N38836681,1,3,HH_1LSFN,,,0,0,61
58729465692,91770006466,HH,Household,U,RD02,,834 Skeletal Oat Passage,,,Prologue City,EB9 9WD,-5.7076,131.4514,N74610776,N76708383,N65731129,N47628238,N62128563,5,1,HH_1LSFN,,,0,0,97
12502856171,67518812659,HH,Household,U,RD02,,267 Dosage Mummify Road,,,Shaking Town,GK3 9CA,146.2914,-180.3967,N74917594,N98993802,N89455150,N40240111,N14264947,5,2,HH_1LSFN,,,0,0,79
41038683906,33234906929,HH,Household,U,RD03,,591 Trapped Predator Passage,,,Salsa Village,EJ7 8DQ,-79.8756,61.5569,N79108275,N15264893,N65556158,N15977448,N35079842,1,1,HH_1LSFN,,,0,0,57
56894598011,13942474833,HH,Household,U,RD04,,486 Conductor Headrest Road,,,Revenue Hamlet,JK5 7VO,18.8806,65.7936,N28311862,N46682019,N78369582,N54695123,N79038116,5,1,HH_1LSFN,,,0,0,50
12824939521,18266866882,HH,Household,U,RD06,,623 Carload Sudden Avenue,,,Lunchbox Village,DR8 8HU,6.2966,165.3958,N81615210,N28220017,N45133630,N54599245,N77408957,2,3,HH_1LSFN,,,0,0,72
97436179274,68681344307,HH,Household,U,RD05,,224 Swooned Headlock Alley,,,Jaunt City,VX1 8QJ,-38.6031,-82.1910,N55318539,N40651790,N75702198,N73959937,N31944080,1,3,HH_1LSFN,,,0,0,13
18207523703,38685716619,HH,Household,U,RD03,,681 Stamp Backfire Road,,,Defame Hamlet,OX8 1WF,89.3125,-78.2407,N49331581,N37071782,N81649779,N84589710,N46985730,2,4,HH_1LSFN,,,0,0,28
51680837498,37388080560,HH,Household,U,RD06,,757 Scared Hardened Avenue,,,Gating Village,GT8 8JX,8.9088,88.3676,N50672195,N91537017,N93130523,N48366291,N58420672,3,2,HH_1LSFN,,,0,0,61
51837603808,96242160370,HH,Household,U,RD06,,469 Unusual Matchbox Passage,,,Dramatize Town,ED5 8DR,-179.8324,-37.2146,N38054192,N93454411,N93199279,N52324552,N62767310,2,4,HH_1LSFN,,,0,0,69
41787943396,99514066083,HH,Household,U,RD02,,918 Defensive Itunes Passage,,,Oversized Town,MK4 9PR,-170.7804,-179.8372,N30730548,N94061064,N87912097,N11934775,N17608471,3,5,HH_1LSFN,,,0,0,54
72727933955,20256914947,HH,Household,U,RD04,,632 Outmatch Tweet Alley,,,Essay Hamlet,AX1 3FV,7.9735,54.9039,N73805194,N40321150,N83969380,N62352015,N27514631,3,3,HH_1LSFN,,,0,0,15
62566564319,17832866597,HH,Household,U,RD04,,300 Multitude Cube Road,,,Theater Village,EJ5 9HA,-74.8398,-140.8037,N87718903,N78466390,N64516669,N43765740,N69077421,5,1,HH_1LSFN,,,0,0,27
75233981674,55793053486,HH,Household,U,RD06,,222 Filler Armchair Avenue,,,Backboard City,ZB4 4SL,-63.7834,-128.5876,N89133484,N28195034,N72975600,N63580928,N18009255,5,5,HH_1LSFN,,,0,0,35
82950130442,73840568782,HH,Household,U,RD05,,482 Support Giver Alley,,,Giddily Hamlet,ZH5 6IC,142.2226,-29.4581,N55690414,N70229799,N91584891,N87085370,N17553293,3,1,HH_1LSFN,,,0,0,44
52212910030,60499643515,HH,Household,U,RD02,,459 Hacked Hurdle Passage,,,Directed Hamlet,UV4 3RH,-30.6013,-145.6235,N96124333,N26559110,N83601014,N61077414,N82487558,1,4,HH_1LSFN,,,0,0,67
29471312974,14335888960,HH,Household,U,RD05,,950 Wham Seizing Passage,,,Obsession City,HN2 2IN,152.1316,127.4681,N85184953,N74766635,N47033137,N79230229,N88764167,4,2,HH_1LSFN,,,0,0,34
36290405844,75527889707,HH,Household,U,RD02,,788 Smokeless Crock Alley,,,Prissy Village,PZ6 1BR,66.8193,99.8426,N65518847,N61521143,N64954455,N57737263,N29565557,4,1,HH_1LSFN,,,0,0,38
16754552633,21300246125,HH,Household,U,RD04,,291 Hacking Pound Road,,,Vixen Village,SM3 4PF,93.7026,155.7413,N25172375,N97772201,N59751506,N38493935,N92354402,3,4,HH_1LSFN,,,0,0,37
52423174625,14086645812,HH,Household,U,RD06,,500 Bogged Footgear Street,,,Smile Town,KF4 3ZN,-60.5623,90.7457,N91099340,N19413657,N35990294,N90714780,N19630738,4,4,HH_1LSFN,,,0,0,4
11708628057,41226125443,HH,Household,U,RD03,,233 Update Crescent Road,,,Justify City,FJ5 3OS,-149.8683,27.5482,N97233020,N73772701,N34230594,N46203759,N93557955,4,1,HH_1LSFN,,,0,0,84
30417737192,48004488770,HH,Household,U,RD03,,673 Excuse Delay Way,,,Junkie Town,VW4 3CI,-82.2031,-141.8930,N76091001,N40443041,N78897438,N43732033,N71650559,4,3,HH_1LSFN,,,0,0,99
99034948505,11971960690,HH,Household,U,RD04,,814 Dwelling Unrevised Street,,,Opt Hamlet,CF2 3PP,-130.2015,-102.1143,N38618657,N69221720,N99683057,N20998135,N29866457,5,1,HH_1LSFN,,,0,0,6
79722834326,72200732969,HH,Household,U,RD06,,546 Sporting Sacred Road,,,Chase Town,YH3 1BR,141.8758,-145.5488,N32726577,N43115669,N52921321,N52659755,N67889225,2,4,HH_1LSFN,,,0,0,96
26651398138,53809948375,HH,Household,U,RD02,,631 Circus Sternness Lane,,,Crazily Hamlet,HR7 4MK,76.7608,175.1602,N24613878,N53524597,N62316316,N79000018,N34382476,1,2,HH_1LSFN,,,0,0,37
92868103420,21920059975,HH,Household,U,RD04,,586 Alfalfa Anointer Street,,,Body Town,GC4 2LS,116.6954,136.4870,N97914479,N30513694,N89016505,N24073310,N81512039,4,5,HH_1LSFN,,,0,0,33
46569829426,61358226541,HH,Household,U,RD04,,828 Reformed Puppet Way,,,Seltzer Hamlet,EI5 8UX,150.8248,-90.3893,N94575662,N88199610,N38047373,N28973242,N35377025,2,5,HH_1LSFN,,,0,0,66
20705426724,79712474628,HH,Household,U,RD03,,980 Freefall Dazzling Road,,,Dating Town,LE5 7AT,-63.8065,-12.3668,N64122620,N57644298,N47348668,N75237052,N28750535,5,3,HH_1LSFN,,,0,0,66
95106783362,13064910355,HH,Household,U,RD06,,635 Contrite Splashed Passage,,,Corrosive Hamlet,BP2 8LW,-89.1679,25.2587,N96764277,N84732523,N43164681,N92418247,N54542377,2,5,HH_1LSFN,,,0,0,24
31567520917,79273504120,HH,Household,U,RD03,,298 Garden Possible Street,,,Fetal City,DT1 4FP,106.6768,-133.2185,N46029767,N92700489,N51376164,N16174864,N65668816,2,2,HH_1LSFN,,,0,0,76
56923274182,44196438269,HH,Household,U,RD03,,283 Wannabe Crewless Passage,,,Untapped Hamlet,UQ2 4QX,-79.3777,118.5026,N22011186,N51012825,N76183226,N62263465,N53948771,3,5,HH_1LSFN,,,0,0,49
24398064358,24790725422,HH,Household,U,RD03,,450 Foster Yelling Avenue,,,Vitamins Village,TZ1 8SC,-152.1409,1.9952,N42850115,N42140970,N50356626,N70743296,N68597634,5,3,HH_1LSFN,,,0,0,89
65964303268,74879202228,HH,Household,U,RD02,,645 Steadying Hatchery Avenue,,,Disdain Village,HF8 5HS,-85.2000,-93.7133,N92803898,N32505793,N31593154,N92192881,N73330961,1,5,HH_1LSFN,,,0,0,76
81050399958,71908728627,HH,Household,U,RD06,,568 Pecan Atrophy Lane,,,Fervor Village,HD9 1PG,20.5319,83.6852,N39100023,N29218184,N28733271,N60681041,N33828420,3,3,HH_1LSFN,,,0,0,22
19679426409,78052748446,HH,Household,U,RD04,,351 Distance Arbitrary Avenue,,,Eleven City,ED4 9OZ,-180.6762,175.5250,N98048045,N94723251,N24348156,N53710746,N27430410,3,5,HH_1LSFN,,,0,0,86
49895751829,17110017741,HH,Household,U,RD03,,848 Survive Barrel Alley,,,Enunciate City,EQ9 1TE,0.6844,-13.9761,N49288806,N33593303,N91841406,N49767607,N44035567,4,5,HH_1LSFN,,,0,0,7
13324058351,43083559499,HH,Household,U,RD04,,351 Dial Surface Avenue,,,Irregular Town,RS3 1UY,73.2381,86.3147,N44138473,N46828821,N31545664,N66878922,N88987119,4,2,HH_1LSFN,,,0,0,62
93492704675,80540206209,HH,Household,U,RD04,,12 Circling Amnesty Alley,,,Agile Town,KZ1 1ZM,-45.5069,108.5840,N24962136,N15554588,N40570608,N68868856,N34835659,2,5,HH_1LSFN,,,0,0,17
71541848808,33711201140,HH,Household,U,RD05,,607 Squishy Scabby Passage,,,Unmasked Village,GR1 7MM,163.1813,59.6448,N54800852,N31962936,N85779516,N85904041,N18901483,4,3,HH_1LSFN,,,0,0,88
80502165452,72936940794,HH,Household,U,RD06,,835 Antelope Sake Alley,,,Phoenix Hamlet,YM8 3XB,-72.3054,169.6126,N99133790,N15772074,N87234376,N47137204,N20973775,3,4,HH_1LSFN,,,0,0,75
92375908756,84172337239,HH,Household,U,RD03,,307 Yearling Unglazed Road,,,Garnet Hamlet,IB2 5WU,-89.8371,-37.4950,N60256418,N88996581,N93112510,N60173886,N76985857,3,3,HH_1LSFN,,,0,0,24
56207370477,91279386947,HH,Household,U,RD03,,725 Hamburger Wavy Street,,,Front Village,RR3 6SV,135.8233,-168.4805,N80545004,N40685511,N97680821,N31558599,N57902788,3,5,HH_1LSFN,,,0,0,64
86513328842,96288890494,HH,Household,U,RD05,,983 Expediter Joyous Lane,,,Deferral Hamlet,RX8 3YY,-160.4915,26.8005,N60019903,N66110411,N72305875,N84078050,N75287293,2,4,HH_1LSFN,,,0,0,59
43346489417,27761962788,HH,Household,U,RD06,,732 Earpiece Sacrament Avenue,,,Explicit Hamlet,AG8 2VJ,-177.6052,-50.7176,N52566355,N52215235,N74848235,N11288789,N71262420,2,3,HH_2LEFN,,,0,0,57
49971150280,52097808917,HH,Household,U,RD05,,846 Strangle Happily Lane,,,Freckled Hamlet,YZ6 6EP,-53.2459,-104.3597,N55317250,N56979950,N59300819,N61431158,N51027830,4,2,HH_2LEFN,,,0,0,32
47863071293,51121803144,HH,Household,U,RD02,,636 Grinch Ion Passage,,,Glorified City,XV1 1XQ,51.3035,-91.6096,N84009739,N82381996,N22303784,N46872842,N98011245,4,4,HH_2LEFN,,,0,0,29
82526506177,33920477609,HH,Household,U,RD06,,76 Unfixable Unvocal Avenue,,,Upfront Hamlet,OH8 2OB,137.5575,104.9758,N78622922,N40622491,N13567005,N88827120,N19382630,5,3,HH_2LEFN,,,0,0,89
27027360402,84877679596,HH,Household,U,RD06,,129 Straw Postcard Street,,,Unadorned City,OT1 8QE,117.8491,-9.1125,N75334049,N56246794,N89545443,N92319440,N95120712,3,3,HH_2LEFN,,,0,0,44
50656035624,45278787981,HH,Household,U,RD05,,420 Pep Thigh Alley,,,Habitat Hamlet,QZ8 3DT,-114.2117,82.2942,N87757890,N21652201,N63429614,N41468598,N73282764,3,2,HH_2LEFN,,,0,0,60
38555099831,15812973802,HH,Household,U,RD02,,855 Dipping Secrecy Road,,,Angling City,WR1 4LN,23.3899,169.5271,N34112120,N13197668,N84358861,N91313322,N94599883,3,1,HH_2LEFN,,,0,0,72
98211997427,26491515894,HH,Household,U,RD03,,480 Riverboat Reconcile Passage,,,Angular Village,ND9 2VP,31.9659,-165.1175,N37501201,N52010268,N29432985,N52982772,N15208666,2,5,HH_2LEFN,,,0,0,11
43667970141,27246028133,HH,Household,U,RD02,,127 Theorize Expediter Alley,,,Registry Hamlet,PJ5 3UN,-68.5620,-176.1847,N84522656,N74534542,N99611814,N18687451,N47049986,4,3,HH_2LEFN,,,0,0,45
72771125664,65757477519,HH,Household,U,RD02,,726 Preformed Hertz Avenue,,,Sanitizer Hamlet,CT6 7CI,-143.7200,74.6028,N99078136,N98019680,N60313508,N20790998,N96597018,4,5,HH_2LEFN,,,0,0,95
68272028181,33030943482,HH,Household,U,RD05,,424 Unwilling Germicide Lane,,,Drew Hamlet,JG8 3ZI,137.3372,-169.9166,N73514359,N17317484,N15135468,N63855132,N51341195,5,2,HH_2LEFN,,,0,0,92
13046364009,85157660434,HH,Household,U,RD04,,198 Customer Company Alley,,,Cornmeal City,KW7 5OF,-153.6818,165.9268,N66591393,N88591853,N47676135,N23788324,N23029970,2,5,HH_2LEFN,,,0,0,80
62189657372,32700937120,HH,Household,U,RD03,,370 Uneaten Legible Avenue,,,Unstopped Hamlet,YF5 6KB,-102.5874,-22.5401,N61260117,N59291799,N87216485,N39387010,N79590532,5,1,HH_2LEFN,,,0,0,76
32413097077,29197484811,HH,Household,U,RD02,,198 Icon Commodore Road,,,Acronym Village,MU2 4XI,16.7945,-93.4129,N48488776,N79267604,N92476954,N25895636,N69045700,4,5,HH_2LEFN,,,0,0,37
86933251060,71460648138,HH,Household,U,RD02,,853 Shifty Bakeshop Way,,,Hydrogen Hamlet,OY4 8EH,-86.5866,-86.3511,N79104003,N42106072,N91969994,N72187074,N40722311,1,3,HH_2LEFN,,,0,0,1
80131058409,51643424824,HH,Household,U,RD05,,875 Unscented Landmine Way,,,Partly City,HD9 5YB,67.9145,-127.2538,N22225198,N86136692,N80954662,N30897147,N32535506,1,4,HH_2LEFN,,,0,0,93
60791955345,89166119928,HH,Household,U,RD06,,581 Buffalo Kung Way,,,Canal Hamlet,WV4 1VV,-76.5260,-9.1936,N72959636,N15659309,N54040089,N71956664,N52588371,1,1,HH_2LEFN,,,0,0,56
24291852845,59965881102,HH,Household,U,RD03,,675 Debate Monopoly Way,,,Spookily Town,UL8 2BP,62.4910,-146.7294,N15657673,N37412057,N28513767,N63979666,N50538539,2,4,HH_2LEFN,,,0,0,43
94849118143,31261160508,HH,Household,U,RD04,,512 Granny Preppy Way,,,Powdered Village,HF5 1XM,150.6924,-94.8532,N18278991,N18271368,N21785208,N31434595,N75552738,5,5,HH_2LEFN,,,0,0,37
16243225197,67901793474,HH,Household,U,RD04,,123 Mobilize Desecrate Lane,,,Turbojet Town,KU9 6SF,-93.6607,-117.1919,N86349128,N48069446,N16105656,N49774185,N38193217,1,3,HH_2LEFN,,,0,0,18
